ticker,event_date,v,vol_z,tone,tone_z,direction
OIL,2025-10-26,8.0,6.442080764317687,0.8249,0.19973421908725214,1.0
CESC,2025-09-23,16.0,33.14100067779979,-5.2206,-7.519153795565717,-1.0
GODREJPROP,2023-09-25,5.0,13.038143654836727,2.0664,2.189562519796636,1.0
GODREJPROP,2023-09-29,5.0,7.428380156396088,1.7885,1.606467841020756,1.0
GODREJPROP,2024-07-02,5.0,4.690066589323329,3.1065,1.762189995371891,1.0
GODREJPROP,2024-07-31,5.0,4.6900665893233295,1.8155,0.7369126992801988,1.0
GODREJPROP,2024-08-09,5.0,4.1956077988685845,2.2803,1.1373413067496534,1.0
GODREJPROP,2024-10-01,5.0,3.773713213577683,0.792,-0.06847268172014064,-1.0
GODREJPROP,2025-08-25,5.0,6.72321075502554,1.949,1.4666283971495595,1.0
PRESTIGE,2024-09-25,5.0,3.263525973890508,4.197,1.3669232824024637,1.0
PRESTIGE,2024-12-07,10.0,7.369478392937111,1.4761,0.2709091270864656,1.0
PRESTIGE,2025-04-25,8.0,10.159805583008769,4.0893,2.0726555601564467,1.0
PRESTIGE,2025-08-09,6.0,4.5441742105127005,1.9434,0.5507088768008355,1.0
PRESTIGE,2025-12-23,5.0,4.830083354914229,1.7776,0.7879764232083669,1.0
PRESTIGE,2025-12-29,6.0,5.271579860429276,1.1456,0.31931370852890517,1.0
PIIND,2025-11-12,5.0,47.32875564718733,0.0,-0.10540925533894598,-1.0
COROMANDEL,2023-12-27,5.0,11.093769295046528,-4.1452,-12.440962071362412,-1.0
COROMANDEL,2024-08-19,5.0,10.192620870120708,-0.335,-0.5599500468906289,-1.0
HAVELLS,2023-05-03,15.0,6.0571299962152585,0.8024,-0.3893496117475646,-1.0
HAVELLS,2023-07-18,9.0,3.8848056155442703,0.9409,0.1286847354609845,1.0
HAVELLS,2023-07-20,8.0,3.0244331013872614,0.9728,0.15689382664017879,1.0
HAVELLS,2023-11-05,7.0,4.214676560989291,0.3698,-0.5783277444328776,-1.0
HAVELLS,2023-11-29,7.0,3.17265438289232,4.4229,1.143305879866922,1.0
HAVELLS,2024-01-30,7.0,3.130494506561133,4.6299,1.3412022884790507,1.0
HAVELLS,2024-02-28,8.0,4.3820495037225005,0.7337,-0.3199196698816734,-1.0
HAVELLS,2024-04-30,11.0,5.005977385943258,2.0282,0.0016142812148293823,1.0
HAVELLS,2024-05-02,8.0,3.033226195038111,1.2274,-0.33316031676541774,-1.0
HAVELLS,2024-06-14,12.0,4.937565674626382,2.7993,0.2925576702102913,1.0
HAVELLS,2024-06-18,10.0,3.4363819607312864,3.1795,0.413577437994134,1.0
HAVELLS,2024-09-20,8.0,3.3599496640524915,3.7981,1.0168183202718062,1.0
HAVELLS,2024-10-17,11.0,5.700993751376027,1.0893,-0.3544615520221831,-1.0
HAVELLS,2025-01-16,13.0,7.927009855926544,2.6185,0.0679097129193083,1.0
HAVELLS,2025-02-27,21.0,10.371719695616752,-0.6186,-0.8413324378276378,-1.0
HAVELLS,2025-03-20,13.0,4.064366984986002,-0.2194,-0.6017964720957579,-1.0
HAVELLS,2025-04-04,12.0,3.3258768117039996,8.7738,2.9650895591293507,1.0
HAVELLS,2025-04-22,12.0,3.3748297759139283,-0.2146,-0.6581328210585019,-1.0
HAVELLS,2025-07-21,12.0,4.971279857846116,0.8915,-0.12245715021633573,-1.0
HAVELLS,2025-08-18,16.0,7.255571917892978,0.8853,-0.013214761956640576,-1.0
HAVELLS,2025-10-14,9.0,3.1471374610334775,1.8061,0.5032359931295451,1.0
HAVELLS,2025-12-03,8.0,3.9755359684549316,0.9756,-0.1903298856206305,-1.0
VOLTAS,2023-04-27,6.0,9.384684359278166,0.8898,1.2715525033069668,1.0
